"","playlist_name","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track.duration_ms","track.explicit","track.name","track.popularity","track.album.release_date","track.album.release_date_precision","key_name","mode_name","key_mode","genre"
"552","Country's Greatest Hits",0.325,0.887,0,-4.199,1,0.0569,0.144,1.35e-06,0.431,0.705,202.339,4,199413,FALSE,"Ain't Nothing 'Bout You",60,"2009-09-08","day","C","major","C major","country"
"553","Country's Greatest Hits",0.613,0.801,8,-4.431,1,0.0354,0.0626,1.15e-05,0.124,0.609,126.966,4,243160,FALSE,"This One's for the Girls",60,"2003-09-30","day","G#","major","G# major","country"
"554","Country's Greatest Hits",0.514,0.659,1,-6.142,1,0.0309,0.0284,0,0.266,0.463,76.483,4,200040,FALSE,"Peter Pan",63,"2015-05-18","day","C#","major","C# major","country"
"555","Country's Greatest Hits",0.709,0.757,7,-7.006,1,0.0408,0.434,0,0.336,0.852,140.664,4,216693,FALSE,"Pickup Man",59,"1998-06-09","day","G","major","G major","country"
"556","Country's Greatest Hits",0.56,0.378,7,-11.007,1,0.0332,0.386,0,0.115,0.71,92.595,4,143306,FALSE,"Act Naturally",59,"1990-08-13","day","G","major","G major","country"
"557","Country's Greatest Hits",0.604,0.605,4,-8.516,1,0.0352,0.115,1.22e-05,0.305,0.647,147.925,4,285280,FALSE,"Don't Blink",58,"2007-09-11","day","E","major","E major","country"
"558","Country's Greatest Hits",0.517,0.743,9,-4.336,1,0.0363,0.243,3.36e-06,0.107,0.664,76.979,4,197930,FALSE,"My Church",68,"2017-03-17","day","A","major","A major","country"
"559","Country's Greatest Hits",0.557,0.553,1,-7.954,1,0.0319,0.247,0,0.125,0.253,139.821,4,239986,FALSE,"Amazed",58,"1995","year","C#","major","C# major","country"
"560","Country's Greatest Hits",0.661,0.581,5,-9.67,1,0.032,0.423,0,0.11,0.863,91.11,4,180320,FALSE,"High Cotton",58,"1980","year","F","major","F major","country"
"561","Country's Greatest Hits",0.64,0.835,0,-4.806,1,0.0413,0.0726,3.11e-06,0.132,0.704,109.497,4,205920,FALSE,"How Do You Like Me Now?!",58,"2008-01-01","day","C","major","C major","country"
"562","Country's Greatest Hits",0.728,0.598,4,-8.081,1,0.0516,0.222,2.45e-06,0.131,0.528,95.77,4,170706,FALSE,"Fightin' Side of Me",58,"1976","year","E","major","E major","country"
"563","Country's Greatest Hits",0.642,0.233,9,-16.568,1,0.0298,0.435,0,0.105,0.333,114.495,3,193400,FALSE,"You Look So Good In Love",58,"1985-01-01","day","A","major","A major","country"
"564","Country's Greatest Hits",0.595,0.473,8,-9.828,1,0.0347,0.702,0,0.0725,0.716,204.016,4,249293,FALSE,"Islands In the Stream",57,"2003-06-03","day","G#","major","G# major","country"
"565","Country's Greatest Hits",0.681,0.638,4,-7.818,1,0.0367,0.699,0.000629,0.0581,0.677,96.882,4,140440,FALSE,"Daddy Sang Bass",57,"2002-02-12","day","E","major","E major","country"
"566","Country's Greatest Hits",0.506,0.11,5,-17.615,1,0.0307,0.35,0.00144,0.139,0.208,70.554,3,255133,FALSE,"When I Call Your Name",57,"1989-01-01","day","F","major","F major","country"
"567","Country's Greatest Hits",0.695,0.502,4,-12.01,1,0.0279,0.327,0,0.097,0.543,117.083,4,223613,FALSE,"Two Dozen Roses",56,"1994","year","E","major","E major","country"
"568","Country's Greatest Hits",0.714,0.522,7,-9.773,1,0.0283,0.455,1.02e-05,0.0967,0.69,121.312,4,168000,FALSE,"Killin' Time",56,"2003-09-22","day","G","major","G major","country"
"569","Country's Greatest Hits",0.686,0.234,0,-12.646,1,0.0295,0.742,0,0.145,0.342,106.581,4,231506,FALSE,"Love, Me",56,"1991-08-27","day","C","major","C major","country"
"570","Country's Greatest Hits",0.579,0.731,7,-5.659,1,0.0323,0.244,0,0.297,0.618,133.582,4,209866,FALSE,"Should've Been A Cowboy",55,"1998-10-20","day","G","major","G major","country"
"571","Country's Greatest Hits",0.707,0.401,4,-14.222,1,0.0533,0.275,0.000296,0.201,0.602,136.188,4,179333,FALSE,"Big City",56,"1981","year","E","major","E major","country"
"572","Country's Greatest Hits",0.598,0.483,7,-7.474,1,0.0292,0.458,7.88e-06,0.36,0.452,130.663,4,171653,FALSE,"Every Which Way but Loose - 2009 Remaster",55,"2009-10-05","day","G","major","G major","country"
"573","Country's Greatest Hits",0.684,0.45,7,-10.422,1,0.0332,0.704,0.00191,0.243,0.639,102.902,4,200493,FALSE,"Luckenbach, Texas (Back to the Basics of Love) (feat. Willie Nelson)",53,"2004-03-23","day","G","major","G major","country"
"574","Country's Greatest Hits",0.739,0.717,3,-9.568,1,0.0308,0.417,0.000918,0.334,0.663,113.234,4,223533,FALSE,"Don't Let Our Love Start Slippin' Away",53,"1995-01-01","day","D#","major","D# major","country"
"575","Country's Greatest Hits",0.568,0.698,9,-4.733,1,0.0436,0.0459,0,0.095,0.872,164.371,4,148440,FALSE,"Mind Your Own Business",53,"2016-10-21","day","A","major","A major","country"
"576","Country's Greatest Hits",0.596,0.626,7,-12.945,1,0.0634,0.402,0,0.0498,0.962,155.556,4,177693,FALSE,"Black Sheep",51,"1983","year","G","major","G major","country"
"577","Country's Greatest Hits",0.858,0.66,2,-7.953,1,0.029,0.231,0,0.189,0.933,123.299,4,201320,FALSE,"Have Mercy",51,"1985-10-30","day","D","major","D major","country"
"578","Country's Greatest Hits",0.586,0.675,7,-7.819,1,0.0776,0.26,0,0.144,0.473,143.92,4,199586,FALSE,"The Good Stuff",51,"2009-05-19","day","G","major","G major","country"
"579","Country's Greatest Hits",0.492,0.216,5,-16.121,1,0.0283,0.639,6.53e-05,0.0598,0.145,168.817,3,258346,FALSE,"Lost In The Fifties Tonight",51,"1986-02-01","day","F","major","F major","country"
"580","Country's Greatest Hits",0.59,0.398,1,-16.012,1,0.38,0.781,0,0.0683,0.724,109.634,3,299746,FALSE,"Teddy Bear",50,"1976","year","C#","major","C# major","country"
"581","Country's Greatest Hits",0.373,0.562,2,-12.841,1,0.0323,0.216,0.103,0.37,0.708,103.109,4,178600,FALSE,"A Good Hearted Woman - Live at Western Place, Dallas, Texas - September 25, 1974",50,"1979","year","D","major","D major","country"
"582","Country's Greatest Hits",0.472,0.338,2,-11.196,1,0.0273,0.85,0.000221,0.0761,0.522,85.66,4,174826,FALSE,"Behind Closed Doors",49,"1973","year","D","major","D major","country"
"583","Country's Greatest Hits",0.704,0.735,0,-5.68,1,0.031,0.18,0,0.172,0.766,125.815,4,167840,FALSE,"XXX's And OOO's (An American Girl)",49,"2007-01-01","day","C","major","C major","country"
"584","Hot Country",0.509,0.518,0,-7.843,1,0.0279,0.511,0,0.173,0.365,110.598,4,232133,FALSE,"Deeper Well",78,"2024-02-08","day","C","major","C major","country"
"585","Hot Country",0.671,0.418,6,-14.124,0,0.0371,0.187,0.215,0.132,0.607,91.866,4,222800,FALSE,"Think I'm In Love With You",75,"2023-09-08","day","F#","minor","F# minor","country"
"586","Hot Country",0.661,0.707,7,-7.19,1,0.0285,0.628,1.85e-06,0.0852,0.385,105.917,4,172853,FALSE,"Tucson Too Late",75,"2023-02-17","day","G","major","G major","country"
"587","Hot Country",0.448,0.632,5,-4.083,1,0.0297,0.134,0,0.317,0.418,76.968,4,182086,FALSE,"your place",71,"2023-07-21","day","F","major","F major","country"
"588","Hot Country",0.586,0.884,11,-4.105,1,0.0448,0.0171,0,0.108,0.665,129.938,4,160680,FALSE,"Ain't Doin' Jack",75,"2023-07-14","day","B","major","B major","country"
"589","Hot Country",0.685,0.642,11,-5.406,1,0.0356,0.514,0.000984,0.0942,0.318,149.986,4,166343,FALSE,"Wine Into Whiskey",76,"2024-02-23","day","B","major","B major","country"
"590","Hot Country",0.498,0.764,4,-5.006,1,0.0309,0.123,3.07e-05,0.119,0.489,147.984,4,191231,FALSE,"Man Made A Bar (feat. Eric Church)",81,"2023-03-03","day","E","major","E major","country"
"591","Hot Country",0.442,0.644,10,-5.787,0,0.0378,0.347,1.73e-06,0.128,0.34,117.379,4,216573,FALSE,"Wildflowers and Wild Horses (Single Version)",74,"2023-11-08","day","A#","minor","A# minor","country"
"592","Hot Country",0.509,0.793,1,-3.229,1,0.0376,0.25,0,0.236,0.767,165.964,4,227891,FALSE,"Old Dirt Roads",72,"2023-08-10","day","C#","major","C# major","country"
"593","Hot Country",0.406,0.843,10,-5.124,0,0.0526,0.0889,0,0.158,0.271,150.054,4,186973,FALSE,"This Heart",67,"2024-01-26","day","A#","minor","A# minor","country"
"594","Hot Country",0.591,0.756,8,-4.573,1,0.0403,0.234,1.44e-06,0.097,0.46,139.991,3,183906,FALSE,"Country Boy's Dream Girl",70,"2022-10-28","day","G#","major","G# major","country"
"595","Hot Country",0.696,0.555,11,-7.035,1,0.0353,0.0603,0,0.175,0.577,104.989,4,191626,FALSE,"This Town's Been Too Good To Us",79,"2023-06-02","day","B","major","B major","country"
"596","Hot Country",0.368,0.863,11,-4.171,0,0.048,0.00428,1.94e-05,0.201,0.399,172.954,4,242596,FALSE,"Tennessee Don't Mind",70,"2023-11-03","day","B","minor","B minor","country"
"597","Hot Country",0.659,0.865,7,-4.416,1,0.0541,0.0164,0,0.134,0.761,126.998,4,201485,FALSE,"Back Then Right Now",71,"2023-09-08","day","G","major","G major","country"
"598","Hot Country",0.332,0.531,4,-6.09,1,0.0396,0.127,0,0.189,0.11,146.5,4,208759,FALSE,"No Caller ID",77,"2024-01-19","day","E","major","E major","country"
"599","Hot Country",0.708,0.731,3,-4.872,1,0.0345,0.0189,4.47e-06,0.129,0.379,116.975,4,239533,FALSE,"Where the Wild Things Are",84,"2023-03-24","day","D#","major","D# major","country"
"600","Hot Country",0.442,0.608,6,-6.262,1,0.0331,0.524,0,0.185,0.378,159.779,4,181533,FALSE,"Rain In The Rearview",68,"2023-09-29","day","F#","major","F# major","country"
"601","Hot Country",0.621,0.883,1,-4.819,1,0.0304,0.00796,0.00336,0.114,0.304,104.018,4,233573,FALSE,"Burns Like Her",68,"2023-09-15","day","C#","major","C# major","country"
"602","Hot Country",0.524,0.209,4,-12.437,1,0.0405,0.85,0,0.173,0.347,148.59,3,232917,FALSE,"Wondering Why",81,"2022-04-29","day","E","major","E major","country"
"603","Hot Country",0.444,0.727,7,-5.177,1,0.0394,0.0361,0,0.114,0.519,79.912,4,183919,FALSE,"Bulletproof",76,"2024-02-09","day","G","major","G major","country"
"604","Hot Country",0.479,0.926,10,-2.014,1,0.0495,0.0686,0,0.0983,0.564,140.154,4,165835,FALSE,"Boys Back Home",75,"2023-10-27","day","A#","major","A# major","country"
"605","Hot Country",0.75,0.671,0,-6.753,1,0.0532,0.468,3.75e-06,0.108,0.738,114.902,4,171782,TRUE,"Austin",77,"2024-02-16","day","C","major","C major","country"
"606","Hot Country",0.431,0.837,9,-5.067,1,0.0432,0.259,0,0.0879,0.648,170.041,4,179294,FALSE,"Where It Ends",80,"2023-01-11","day","A","major","A major","country"
"607","Hot Country",0.604,0.881,11,-4.036,1,0.0544,0.0272,0,0.263,0.74,104.942,4,179228,FALSE,"Bigger Mistakes",71,"2023-07-28","day","B","major","B major","country"
"608","Hot Country",0.73,0.717,2,-6.551,1,0.0723,0.585,0,0.133,0.408,110.014,4,235636,FALSE,"TEXAS HOLD 'EM",75,"2024-02-09","day","D","major","D major","country"
"609","Hot Country",0.674,0.561,4,-6.457,0,0.0274,0.487,0,0.116,0.383,138.02,4,193399,FALSE,"Jack and Diet Coke",71,"2023-06-23","day","E","minor","E minor","country"
"610","Hot Country",0.484,0.753,2,-5.23,1,0.0503,0.11,5.95e-06,0.193,0.281,80.995,4,216673,FALSE,"Burn It Down - Radio Edit",71,"2023-08-11","day","D","major","D major","country"
"611","Hot Country",0.441,0.793,1,-5.307,1,0.0431,0.14,0,0.068,0.348,156.147,4,207533,FALSE,"I Will (When You Do)",71,"2023-10-13","day","C#","major","C# major","country"
"612","Hot Country",0.587,0.803,0,-4.243,1,0.0427,0.00389,0,0.198,0.62,114.08,4,155173,FALSE,"Breakin' in Boots",67,"2023-10-06","day","C","major","C major","country"
"613","Hot Country",0.52,0.8,1,-4.256,1,0.041,0.00801,0,0.303,0.538,93.155,4,192693,FALSE,"Devil You Know",74,"2024-02-02","day","C#","major","C# major","country"
"614","Hot Country",0.467,0.908,11,-4.164,0,0.0511,0.0419,0,0.277,0.459,160.036,4,195488,FALSE,"Last Rodeo",70,"2023-06-09","day","B","minor","B minor","country"
"615","Hot Country",0.404,0.835,1,-6.193,0,0.0789,0.195,0,0.326,0.535,175.914,4,185938,FALSE,"Anybody But You",68,"2023-04-21","day","C#","minor","C# minor","country"
"616","Hot Country",0.522,0.223,1,-9.561,0,0.0345,0.753,0,0.165,0.439,97.045,4,194440,FALSE,"Coal",84,"2023-07-27","day","C#","minor","C# minor","country"
"617","Hot Country",0.529,0.866,3,-5.816,0,0.0452,0.00281,0.00526,0.0287,0.55,116.004,4,163600,FALSE,"I Can Feel It",74,"2023-09-21","day","D#","minor","D# minor","country"
"618","Hot Country",0.626,0.583,0,-7.346,0,0.0318,0.276,0,0.141,0.428,87.977,4,228144,FALSE,"23",81,"2021-05-14","day","C","minor","C minor","country"
"619","Hot Country",0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,4,227195,FALSE,"I Remember Everything (feat. Kacey Musgraves)",92,"2023-08-25","day","C","major","C major","country"
"620","Hot Country",0.538,0.842,9,-5.309,1,0.0816,0.0223,0.000341,0.257,0.505,125.989,4,195357,FALSE,"Young Love & Saturday Nights",68,"2023-07-21","day","A","major","A major","country"
"621","Hot Country",0.567,0.728,5,-6.69,1,0.0282,0.018,2.23e-06,0.373,0.687,99.007,4,225960,FALSE,"Cab In A Solo",64,"2023-08-18","day","F","major","F major","country"
"622","Hot Country",0.611,0.629,0,-5.928,0,0.0368,0.375,0,0.0942,0.553,142.986,4,200893,FALSE,"ghost in my guitar (feat. Chris Stapleton)",73,"2023-08-18","day","C","minor","C minor","country"
"623","Hot Country",0.375,0.75,5,-4.048,1,0.0328,0.345,9.15e-06,0.0943,0.565,178.636,3,196026,FALSE,"Let Your Boys Be Country",70,"2023-11-03","day","F","major","F major","country"
"624","Hot Country",0.572,0.825,6,-5.428,1,0.106,0.184,0,0.184,0.518,149.012,4,182466,FALSE,"Take Her Home",67,"2023-11-10","day","F#","major","F# major","country"
"625","Hot Country",0.511,0.454,8,-9.24,1,0.0257,0.217,0.000704,0.129,0.548,92.089,4,228346,TRUE,"All Again",69,"2023-09-22","day","G#","major","G# major","country"
"626","Hot Country",0.619,0.564,4,-6.517,1,0.0302,0.673,0,0.184,0.419,129.944,4,220145,FALSE,"we don't fight anymore",74,"2023-06-16","day","E","major","E major","country"
"627","Hot Country",0.585,0.854,11,-5.693,0,0.0593,0.0529,0,0.137,0.328,119.99,4,219303,FALSE,"BREAK IT IN A BAR",69,"2022-12-09","day","B","minor","B minor","country"
"628","Hot Country",0.65,0.689,0,-3.543,1,0.0449,0.0878,0,0.172,0.294,136.03,4,141367,TRUE,"Wild Ones (feat. Jelly Roll)",84,"2023-10-06","day","C","major","C major","country"
"629","Hot Country",0.559,0.704,2,-7.686,1,0.0338,0.0177,0,0.0821,0.422,89.985,4,187269,FALSE,"Mamaw's House",74,"2023-09-28","day","D","major","D major","country"
"630","Hot Country",0.62,0.507,1,-5.891,1,0.0307,0.111,0,0.101,0.266,120.065,4,239346,FALSE,"Dirt Cheap",74,"2023-11-03","day","C#","major","C# major","country"
"631","Hot Country",0.616,0.624,11,-5.975,1,0.0425,0.593,0,0.133,0.312,145.865,4,184786,FALSE,"Take Forever (Hally's Song)",71,"2023-11-10","day","B","major","B major","country"
"632","Hot Country",0.564,0.612,0,-5.018,1,0.0248,0.382,0,0.11,0.146,83.03,3,237493,FALSE,"Save Me (with Lainey Wilson)",79,"2023-06-02","day","C","major","C major","country"
"633","Hot Country",0.463,0.595,0,-5.952,1,0.0282,0.169,0.027,0.359,0.454,162.983,4,206929,FALSE,"Things I Take For Granted",72,"2023-09-01","day","C","major","C major","country"
"634","Country Top 50",0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,4,227195,FALSE,"I Remember Everything (feat. Kacey Musgraves)",92,"2023-08-25","day","C","major","C major","country"
"635","Country Top 50",0.527,0.551,7,-11.258,1,0.0345,0.384,2.75e-06,0.403,0.443,148.035,4,159636,FALSE,"Scared To Start",90,"2024-01-12","day","G","major","G major","country"
"636","Country Top 50",0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,228013,FALSE,"Something in the Orange",89,"2022-04-22","day","E","minor","E minor","country"
"637","Country Top 50",0.517,0.675,6,-5.382,1,0.0357,0.459,0,0.151,0.518,203.853,4,163854,TRUE,"Last Night",82,"2023-01-31","day","F#","major","F# major","country"
"638","Country Top 50",0.712,0.603,8,-5.52,1,0.0262,0.186,0,0.115,0.67,97.994,4,265493,FALSE,"Fast Car",88,"2023-03-24","day","G#","major","G# major","country"
"639","Country Top 50",0.725,0.709,2,-6.514,1,0.072,0.588,0,0.135,0.353,110.024,4,235636,TRUE,"TEXAS HOLD 'EM",93,"2024-02-11","day","D","major","D major","country"
"640","Country Top 50",0.68,0.246,4,-14.112,1,0.058,0.783,0,0.106,0.388,110.23,4,171692,TRUE,"Heading South",86,"2019-09-30","day","E","major","E major","country"
"641","Country Top 50",0.656,0.757,3,-5.775,0,0.0308,0.492,0,0.117,0.429,139.971,4,177387,FALSE,"Thinkin’ Bout Me",86,"2023-03-03","day","D#","minor","D# minor","country"
"642","Country Top 50",0.65,0.689,0,-3.543,1,0.0449,0.0878,0,0.172,0.294,136.03,4,141367,TRUE,"Wild Ones (feat. Jelly Roll)",84,"2023-10-06","day","C","major","C major","country"
"643","Country Top 50",0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4,293293,FALSE,"Tennessee Whiskey",84,"2015-05-04","day","A","major","A major","country"
"644","Country Top 50",0.731,0.85,9,-4.913,1,0.0336,0.252,0,0.605,0.644,119.706,4,157477,FALSE,"You Proof",75,"2022-05-13","day","A","major","A major","country"
"645","Country Top 50",0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,4,213493,FALSE,"You Should Probably Leave",84,"2020-11-13","day","A","major","A major","country"
"646","Country Top 50",0.522,0.223,1,-9.561,0,0.0345,0.753,0,0.165,0.439,97.045,4,194440,FALSE,"Coal",84,"2023-07-27","day","C#","minor","C# minor","country"
"647","Country Top 50",0.708,0.731,3,-4.872,1,0.0345,0.0189,4.47e-06,0.129,0.379,116.975,4,239533,FALSE,"Where the Wild Things Are",84,"2023-03-24","day","D#","major","D# major","country"
"648","Country Top 50",0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196,3,178520,FALSE,"Wasted On You",84,"2021-01-08","day","B","minor","B minor","country"
"649","Country Top 50",0.583,0.351,0,-5.836,1,0.0306,0.494,0,0.368,0.462,79.014,4,227466,FALSE,"Hey Driver (feat. The War and Treaty)",84,"2023-08-25","day","C","major","C major","country"
"650","Country Top 50",0.586,0.559,4,-6.725,1,0.05,0.639,0,0.0872,0.437,177.945,4,167480,FALSE,"Buy Dirt",82,"2021-05-21","day","E","major","E major","country"
"651","Country Top 50",0.524,0.209,4,-12.437,1,0.0405,0.85,0,0.173,0.347,148.59,3,232917,FALSE,"Wondering Why",81,"2022-04-29","day","E","major","E major","country"
"652","Country Top 50",0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,4,193200,FALSE,"Beautiful Crazy",82,"2018-06-01","day","B","major","B major","country"
"653","Country Top 50",0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,4,224426,FALSE,"The Kind of Love We Make",74,"2022-06-17","day","C#","major","C# major","country"
"654","Country Top 50",0.582,0.568,1,-7.3,1,0.0275,0.577,0,0.105,0.394,121.991,3,207540,FALSE,"Rock and A Hard Place",82,"2023-01-11","day","C#","major","C# major","country"
"655","Country Top 50",0.353,0.77,1,-11.066,0,0.0493,0.0016,0.598,0.109,0.224,145.225,4,267893,FALSE,"White Horse",78,"2023-07-21","day","C#","minor","C# minor","country"
"656","Country Top 50",0.62,0.706,3,-4.176,1,0.0251,0.0755,7.78e-06,0.185,0.591,81.989,4,188482,TRUE,"We Ride",81,"2023-03-31","day","D#","major","D# major","country"
"657","Country Top 50",0.462,0.569,7,-7.908,1,0.0321,0.509,0,0.12,0.432,95.117,4,195157,FALSE,"Holy Smokes",77,"2024-02-23","day","G","major","G major","country"
"658","Country Top 50",0.518,0.557,1,-4.839,1,0.0332,0.0258,2.46e-06,0.156,0.216,111.865,3,218160,FALSE,"Pretty Little Poison",76,"2023-03-17","day","C#","major","C# major","country"
"659","Country Top 50",0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,4,199946,FALSE,"Before He Cheats",81,"2005-11-14","day","F#","minor","F# minor","country"
"660","Country Top 50",0.512,0.709,2,-5.766,1,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,4,211413,FALSE,"The Painter",76,"2023-08-11","day","D","major","D major","country"
"661","Country Top 50",0.38,0.488,9,-6.637,1,0.029,0.126,7.23e-06,0.115,0.268,156.031,3,223119,FALSE,"Tennessee Orange",77,"2023-05-05","day","A","major","A major","country"
"662","Country Top 50",0.57,0.67,1,-6.519,1,0.0274,0.426,0,0.108,0.593,140.924,4,178723,FALSE,"Religiously",81,"2023-01-11","day","C#","major","C# major","country"
"663","Country Top 50",0.678,0.264,10,-12.384,1,0.0622,0.753,0,0.302,0.528,121.722,4,187244,FALSE,"Rich Men North of Richmond",81,"2023-08-11","day","A#","major","A# major","country"
"664","Country Top 50",0.662,0.77,0,-4.887,1,0.0367,0.0875,0,0.35,0.769,132.057,4,167534,TRUE,"TRUCK BED",71,"2022-10-10","day","C","major","C major","country"
"665","Country Top 50",0.431,0.837,9,-5.067,1,0.0432,0.259,0,0.0879,0.648,170.041,4,179294,FALSE,"Where It Ends",80,"2023-01-11","day","A","major","A major","country"
"666","Country Top 50",0.557,0.597,5,-8.296,1,0.048,0.646,0,0.0974,0.414,78.526,4,175237,FALSE,"Next Thing You Know",71,"2022-08-12","day","F","major","F major","country"
"667","Country Top 50",0.739,0.413,1,-6.709,1,0.0282,0.47,2.51e-05,0.131,0.649,139.921,4,208853,FALSE,"Watermelon Moonshine",77,"2022-11-28","day","C#","major","C# major","country"
"668","Country Top 50",0.647,0.477,6,-8.264,1,0.0356,0.0585,0,0.159,0.477,142.034,4,184949,TRUE,"Porch Light",80,"2022-11-18","day","F#","major","F# major","country"
"669","Country Top 50",0.537,0.66,9,-7.174,1,0.0296,0.455,0,0.135,0.574,148.096,4,298373,FALSE,"Wagon Wheel",80,"2013-01-01","day","A","major","A major","country"
"670","Country Top 50",0.63,0.754,2,-3.564,1,0.0284,0.0963,0,0.268,0.73,95.999,4,172253,FALSE,"Night Shift",79,"2016-05-13","day","D","major","D major","country"
"671","Country Top 50",0.626,0.583,0,-7.346,0,0.0318,0.276,0,0.141,0.428,87.977,4,228144,FALSE,"23",81,"2021-05-14","day","C","minor","C minor","country"
"672","Country Top 50",0.509,0.518,0,-7.843,1,0.0279,0.511,0,0.173,0.365,110.598,4,232133,FALSE,"Deeper Well",78,"2024-02-08","day","C","major","C major","country"
"673","Country Top 50",0.585,0.55,11,-7.342,1,0.0255,0.408,3.97e-05,0.115,0.839,78.176,4,218280,FALSE,"All Your'n",80,"2019-08-02","day","B","major","B major","country"
"674","Country Top 50",0.696,0.555,11,-7.035,1,0.0353,0.0603,0,0.175,0.577,104.989,4,191626,FALSE,"This Town's Been Too Good To Us",79,"2023-06-02","day","B","major","B major","country"
"675","Country Top 50",0.427,0.278,10,-8.83,1,0.0331,0.47,2.22e-05,0.135,0.374,85.633,3,199874,FALSE,"Straight and Narrow",80,"2023-09-21","day","A#","major","A# major","country"
"676","Country Top 50",0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,4,180906,FALSE,"Broken Halos",79,"2017-05-05","day","G#","major","G# major","country"
"677","Country Top 50",0.502,0.771,6,-4.246,1,0.032,0.0123,1.82e-05,0.0801,0.557,157.978,4,197400,FALSE,"Need A Favor",80,"2023-06-02","day","F#","major","F# major","country"
"678","Country Top 50",0.536,0.574,7,-6.705,1,0.0254,0.75,0.00277,0.105,0.877,87.194,4,224946,TRUE,"Feathered Indians",80,"2017-08-04","day","G","major","G major","country"
"679","Country Top 50",0.461,0.887,11,-4.871,0,0.0429,0.000219,0,0.104,0.411,95.964,4,189986,FALSE,"World on Fire",78,"2023-04-28","day","B","minor","B minor","country"
"680","Country Top 50",0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,4,167693,FALSE,"10,000 Hours (with Justin Bieber)",75,"2019-10-04","day","A#","major","A# major","country"
"681","Country Top 50",0.675,0.726,2,-6.459,1,0.0461,0.105,0,0.153,0.671,124.872,4,186790,FALSE,"What My World Spins Around",70,"2022-05-27","day","D","major","D major","country"
"682","Country Top 50",0.564,0.612,0,-5.018,1,0.0248,0.382,0,0.11,0.146,83.03,3,237493,FALSE,"Save Me (with Lainey Wilson)",79,"2023-06-02","day","C","major","C major","country"
"683","Country Top 50",0.332,0.531,4,-6.09,1,0.0396,0.127,0,0.189,0.11,146.5,4,208759,FALSE,"No Caller ID",77,"2024-01-19","day","E","major","E major","country"
"684","Fresh Folk",0.406,0.497,8,-11.492,0,0.0631,0.865,0.00227,0.291,0.229,84.215,4,155000,FALSE,"Sierra Vista",47,"2024-03-14","day","G#","minor","G# minor","folk"
"685","Fresh Folk",0.684,0.36,9,-8.543,1,0.0341,0.825,0,0.0806,0.383,123.244,4,177293,FALSE,"The Architect",63,"2024-03-15","day","A","major","A major","folk"
"686","Fresh Folk",0.267,0.137,2,-17.319,1,0.0449,0.605,5.44e-05,0.113,0.111,75.232,4,182282,FALSE,"Coyote, My Little Brother - Spotify Singles",56,"2024-03-13","day","D","major","D major","folk"
"687","Fresh Folk",0.506,0.337,4,-8.899,1,0.0265,0.482,0.0318,0.112,0.32,91.987,3,224022,FALSE,"I Guess",63,"2024-03-13","day","E","major","E major","folk"
"688","Fresh Folk",0.68,0.628,6,-8.554,0,0.0252,0.56,0.00186,0.208,0.782,108.042,4,294851,FALSE,"You Lucky One",43,"2024-03-12","day","F#","minor","F# minor","folk"
"689","Fresh Folk",0.724,0.208,0,-5.54,1,0.0338,0.827,0,0.106,0.424,76.741,3,187440,FALSE,"365",48,"2024-03-12","day","C","major","C major","folk"
"690","Fresh Folk",0.719,0.282,8,-17.094,1,0.0399,0.912,0.382,0.11,0.614,142.109,4,152971,FALSE,"Rare Disease",33,"2024-03-15","day","G#","major","G# major","folk"
"691","Fresh Folk",0.458,0.35,2,-11.235,1,0.0292,0.266,0.0656,0.0988,0.377,77.606,4,180866,FALSE,"Wonder",25,"2024-03-15","day","D","major","D major","folk"
"692","Fresh Folk",0.387,0.683,7,-8.156,1,0.0373,0.0395,0.0242,0.178,0.739,171.678,4,194233,FALSE,"Paperweight",33,"2024-03-13","day","G","major","G major","folk"
"693","Fresh Folk",0.465,0.235,2,-12.978,1,0.0396,0.907,0.162,0.105,0.559,118.642,5,143223,TRUE,"Knowing U Exist",43,"2024-03-15","day","D","major","D major","folk"
"694","Fresh Folk",0.559,0.562,7,-8.644,1,0.0286,0.0045,3.9e-06,0.128,0.197,123.007,4,168156,FALSE,"Dead Set",40,"2024-03-13","day","G","major","G major","folk"
"695","Fresh Folk",0.288,0.305,2,-10.229,1,0.0364,0.149,0,0.0752,0.124,77.36,4,193520,FALSE,"Half-Life",48,"2024-03-15","day","D","major","D major","folk"
